driver_id,archetype,driver_age,vehicle_value,annual_mileage,hard_braking_per_100mi,rapid_accel_per_100mi,speeding_pct,phone_distraction_min_hr,harsh_cornering_per_100mi,night_driving_pct,driving_score,risk_tier,traditional_premium,dynamic_ubi_premium,annual_savings,discount_pct,has_claim,claim_amount
DRV-1588,Night Shift Worker,27,42368.0,14453.0,2.46,1.29,6.8,2.1,2.15,45.9,78.2,Low Risk (Preferred),1690.81,1558.39,132.42,7.8,0,0.0
DRV-1589,Aggressive Speedster,32,40700.0,17539.0,4.53,7.36,43.3,9.5,4.61,30.9,31.2,High Risk (Non-Standard),1647.24,2287.36,-640.12,-38.9,0,0.0
DRV-1590,Aggressive Speedster,21,42696.0,21327.0,7.03,7.08,39.6,6.4,3.89,29.7,32.3,High Risk (Non-Standard),2294.06,3452.36,-1158.3,-50.5,0,0.0
DRV-1591,Low-Mileage Weekend Driver,58,19991.0,6743.0,1.27,1.11,5.7,1.0,0.66,4.6,96.5,Elite Safe (Top 15%),1037.68,706.45,331.23,31.9,0,0.0
DRV-1592,Distracted Urbanite,38,22083.0,13689.0,5.0,2.56,8.5,12.1,4.08,15.9,46.1,Elevated Risk (Substandard),1107.03,1270.17,-163.14,-14.7,0,0.0
DRV-1593,Night Shift Worker,44,35820.0,13879.0,1.38,1.3,7.6,3.0,1.78,38.9,81.0,Low Risk (Preferred),1516.01,1346.15,169.86,11.2,0,0.0
DRV-1594,Aggressive Speedster,26,30435.0,17827.0,7.44,4.91,37.8,9.0,5.96,18.4,28.1,High Risk (Non-Standard),1363.68,1943.03,-579.35,-42.5,1,9580.62
DRV-1595,Aggressive Speedster,28,23948.0,15796.0,8.29,7.23,36.9,7.8,6.25,31.6,27.6,High Risk (Non-Standard),1166.93,1586.29,-419.36,-35.9,0,0.0
DRV-1596,Safe Commuter,53,33775.0,12090.0,0.96,0.53,4.4,0.5,0.65,2.1,99.0,Elite Safe (Top 15%),1459.17,1053.13,406.04,27.8,0,0.0
DRV-1597,Aggressive Speedster,32,32825.0,19389.0,4.97,6.5,26.4,9.2,5.91,19.9,31.2,High Risk (Non-Standard),1432.36,2077.62,-645.26,-45.0,1,8949.22
DRV-1598,Night Shift Worker,42,31529.0,14634.0,1.5,1.22,8.0,1.6,2.17,42.1,82.2,Low Risk (Preferred),1395.35,1248.1,147.25,10.6,0,0.0
DRV-1599,Night Shift Worker,53,30699.0,11429.0,1.95,2.05,8.9,2.3,1.25,46.5,78.6,Low Risk (Preferred),1371.36,1170.14,201.22,14.7,0,0.0
DRV-1600,Safe Commuter,31,39287.0,9261.0,1.32,0.82,2.2,1.2,0.74,6.0,97.6,Elite Safe (Top 15%),1609.84,1114.09,495.75,30.8,0,0.0
DRV-1601,Safe Commuter,60,25809.0,12098.0,0.63,0.76,2.3,1.7,0.65,4.9,98.4,Elite Safe (Top 15%),1225.1,889.61,335.49,27.4,0,0.0
DRV-1602,Aggressive Speedster,26,44150.0,15055.0,5.77,5.86,25.3,4.7,3.92,17.2,39.2,High Risk (Non-Standard),1736.7,2157.68,-420.98,-24.2,0,0.0
DRV-1603,Distracted Urbanite,34,27466.0,11415.0,6.39,3.91,15.6,9.1,3.28,16.9,40.7,High Risk (Non-Standard),1275.67,1425.51,-149.84,-11.7,0,0.0
DRV-1604,Distracted Urbanite,25,32107.0,12778.0,6.55,3.96,12.4,8.5,2.64,9.8,47.9,Elevated Risk (Substandard),1411.92,1563.16,-151.24,-10.7,0,0.0
DRV-1605,Low-Mileage Weekend Driver,39,43375.0,6983.0,2.1,0.65,3.4,2.0,0.99,6.0,92.4,Elite Safe (Top 15%),1716.82,1206.23,510.59,29.7,0,0.0
DRV-1606,Safe Commuter,33,24372.0,10019.0,0.61,1.15,3.6,1.5,0.65,5.3,97.9,Elite Safe (Top 15%),1180.32,820.15,360.17,30.5,0,0.0
DRV-1607,Safe Commuter,39,38419.0,11082.0,0.38,1.09,3.4,1.6,0.22,5.4,97.9,Elite Safe (Top 15%),1586.63,1130.77,455.86,28.7,0,0.0
DRV-1608,Night Shift Worker,30,35826.0,15185.0,1.45,1.1,8.2,2.8,1.54,63.7,81.5,Low Risk (Preferred),1516.17,1381.87,134.3,8.9,1,15495.54
DRV-1609,Night Shift Worker,52,37309.0,12625.0,2.37,1.88,8.8,2.6,1.25,36.5,76.8,Low Risk (Preferred),1556.68,1388.88,167.8,10.8,0,0.0
DRV-1610,Safe Commuter,32,18615.0,11736.0,0.96,0.48,1.9,0.6,0.82,4.0,100.0,Elite Safe (Top 15%),990.68,702.23,288.45,29.1,0,0.0
DRV-1611,Low-Mileage Weekend Driver,57,27303.0,4497.0,1.85,1.38,2.5,1.6,0.93,7.8,93.1,Elite Safe (Top 15%),1270.74,859.03,411.71,32.4,0,0.0
DRV-1612,Safe Commuter,34,40695.0,13160.0,0.86,0.84,4.1,1.0,0.65,4.1,99.2,Elite Safe (Top 15%),1647.11,1215.41,431.7,26.2,0,0.0
DRV-1613,Night Shift Worker,51,45920.0,14153.0,1.35,1.62,8.9,2.9,1.78,56.4,79.7,Low Risk (Preferred),1781.65,1610.03,171.62,9.6,0,0.0
DRV-1614,Night Shift Worker,29,43246.0,12454.0,1.9,2.09,6.4,1.8,1.15,62.1,81.6,Low Risk (Preferred),1713.5,1462.8,250.7,14.6,0,0.0
DRV-1615,Safe Commuter,31,42385.0,11755.0,1.31,0.86,2.8,0.9,0.57,5.6,98.2,Elite Safe (Top 15%),1691.25,1220.84,470.41,27.8,0,0.0
DRV-1616,Night Shift Worker,25,26929.0,11570.0,2.26,1.22,4.9,2.3,1.1,61.3,82.2,Low Risk (Preferred),1259.4,1046.62,212.78,16.9,0,0.0
DRV-1617,Low-Mileage Weekend Driver,60,36122.0,5683.0,1.17,1.76,5.5,1.1,0.69,7.5,94.5,Elite Safe (Top 15%),1524.31,1038.39,485.92,31.9,0,0.0
DRV-1618,Safe Commuter,62,40327.0,9090.0,0.73,0.41,3.3,0.9,0.52,5.3,99.3,Elite Safe (Top 15%),1637.41,1114.47,522.94,31.9,0,0.0
DRV-1619,Safe Commuter,51,42479.0,12453.0,1.36,1.01,3.8,0.3,0.31,3.0,98.0,Elite Safe (Top 15%),1693.69,1244.8,448.89,26.5,0,0.0
DRV-1620,Safe Commuter,29,27028.0,10046.0,1.01,0.98,2.5,1.2,0.83,3.0,99.5,Elite Safe (Top 15%),1262.41,864.36,398.05,31.5,0,0.0
DRV-1621,Low-Mileage Weekend Driver,33,25279.0,3908.0,2.06,1.49,3.8,1.6,0.52,5.7,92.5,Elite Safe (Top 15%),1208.69,827.67,381.02,31.5,0,0.0
DRV-1622,Distracted Urbanite,33,35875.0,10255.0,3.53,3.95,15.1,14.8,4.62,15.4,43.6,High Risk (Non-Standard),1517.52,1611.63,-94.11,-6.2,0,0.0
DRV-1623,Safe Commuter,59,19821.0,10998.0,0.86,1.05,4.3,1.6,0.89,3.2,97.7,Elite Safe (Top 15%),1031.93,735.41,296.52,28.7,1,4407.69
DRV-1624,Night Shift Worker,41,18624.0,15464.0,1.87,1.57,6.5,3.4,1.42,55.9,79.3,Low Risk (Preferred),990.99,926.41,64.58,6.5,0,0.0
DRV-1625,Safe Commuter,50,32054.0,11191.0,0.86,0.93,3.4,1.7,0.88,5.6,97.7,Elite Safe (Top 15%),1410.4,1009.71,400.69,28.4,0,0.0
DRV-1626,Distracted Urbanite,33,36655.0,14799.0,6.25,4.05,15.3,13.4,4.5,16.4,33.2,High Risk (Non-Standard),1538.89,1971.78,-432.89,-28.1,0,0.0
DRV-1627,Distracted Urbanite,36,24283.0,10645.0,4.16,3.89,9.0,10.3,4.98,11.0,49.7,Elevated Risk (Substandard),1177.52,1215.74,-38.22,-3.2,1,876.85
DRV-1628,Aggressive Speedster,24,24801.0,19415.0,5.2,7.01,33.6,8.8,4.71,16.9,32.7,High Risk (Non-Standard),1611.61,2317.32,-705.71,-43.8,0,0.0
DRV-1629,Low-Mileage Weekend Driver,53,36129.0,6247.0,1.88,1.52,4.2,2.3,1.35,8.2,89.6,Elite Safe (Top 15%),1524.5,1079.59,444.91,29.2,0,0.0
DRV-1630,Safe Commuter,56,21056.0,12995.0,1.36,1.08,4.4,1.5,0.69,6.3,95.6,Elite Safe (Top 15%),1073.28,817.56,255.72,23.8,0,0.0
DRV-1631,Low-Mileage Weekend Driver,42,39977.0,5705.0,2.02,1.69,2.6,1.3,0.94,6.0,93.0,Elite Safe (Top 15%),1628.16,1119.8,508.36,31.2,0,0.0
DRV-1632,Night Shift Worker,45,32210.0,15096.0,1.4,1.24,8.8,3.0,1.01,60.0,81.7,Low Risk (Preferred),1414.86,1284.67,130.19,9.2,0,0.0
DRV-1633,Safe Commuter,45,24845.0,10862.0,1.13,0.72,3.3,0.4,0.8,4.1,99.2,Elite Safe (Top 15%),1195.16,836.74,358.42,30.0,0,0.0
DRV-1634,Low-Mileage Weekend Driver,58,39529.0,6643.0,2.13,1.22,4.7,2.4,0.94,7.6,89.6,Elite Safe (Top 15%),1616.28,1151.72,464.56,28.7,0,0.0
DRV-1635,Safe Commuter,49,45075.0,10574.0,1.38,0.55,1.2,1.4,0.73,5.2,97.3,Elite Safe (Top 15%),1760.27,1246.67,513.6,29.2,0,0.0
DRV-1636,Night Shift Worker,42,42810.0,13097.0,2.62,1.84,8.4,2.9,1.38,45.3,75.4,Low Risk (Preferred),1702.26,1554.12,148.14,8.7,0,0.0
DRV-1637,Night Shift Worker,33,44630.0,14501.0,1.91,1.25,6.7,3.1,1.78,55.9,79.5,Low Risk (Preferred),1748.95,1596.17,152.78,8.7,0,0.0
DRV-1638,Low-Mileage Weekend Driver,44,34224.0,6583.0,0.92,1.24,3.6,2.0,1.38,6.1,95.4,Elite Safe (Top 15%),1471.75,1007.86,463.89,31.5,0,0.0
DRV-1639,Low-Mileage Weekend Driver,51,41225.0,5325.0,1.86,0.79,2.1,2.2,1.09,4.4,93.7,Elite Safe (Top 15%),1661.02,1131.67,529.35,31.9,0,0.0
DRV-1640,Aggressive Speedster,20,31462.0,19856.0,7.87,4.91,33.7,4.7,5.84,31.0,33.5,High Risk (Non-Standard),2299.14,3322.73,-1023.59,-44.5,0,0.0
DRV-1641,Safe Commuter,49,35866.0,13915.0,1.19,1.29,3.0,1.6,0.7,4.7,97.3,Elite Safe (Top 15%),1517.27,1160.37,356.9,23.5,0,0.0
DRV-1642,Safe Commuter,36,20940.0,12572.0,0.87,0.62,2.1,1.1,0.86,3.8,99.7,Elite Safe (Top 15%),1069.44,774.92,294.52,27.5,0,0.0
DRV-1643,Distracted Urbanite,23,34769.0,10461.0,4.9,2.8,10.1,7.6,4.19,12.0,54.1,Elevated Risk (Substandard),2007.38,2002.35,5.03,0.3,0,0.0
DRV-1644,Aggressive Speedster,28,22330.0,17991.0,6.19,5.54,43.4,6.9,6.43,29.0,29.3,High Risk (Non-Standard),1115.06,1583.5,-468.44,-42.0,1,6015.77
DRV-1645,Safe Commuter,60,46555.0,13316.0,0.43,0.59,2.7,1.4,0.96,3.8,99.0,Elite Safe (Top 15%),1797.62,1333.77,463.85,25.8,0,0.0
DRV-1646,Low-Mileage Weekend Driver,39,18839.0,4794.0,1.21,1.23,2.5,1.3,0.87,4.8,97.7,Elite Safe (Top 15%),998.41,660.84,337.57,33.8,0,0.0
DRV-1647,Distracted Urbanite,34,28459.0,10243.0,6.45,4.54,10.2,13.6,3.72,9.2,40.1,High Risk (Non-Standard),1305.46,1416.49,-111.03,-8.5,0,0.0
DRV-1648,Low-Mileage Weekend Driver,68,22156.0,4584.0,1.43,1.01,3.5,2.2,1.33,3.8,94.7,Elite Safe (Top 15%),1109.4,744.54,364.86,32.9,0,0.0
DRV-1649,Distracted Urbanite,35,28170.0,10745.0,5.9,2.71,14.2,12.0,3.47,17.0,38.8,High Risk (Non-Standard),1296.83,1438.94,-142.11,-11.0,1,5462.04
DRV-1650,Low-Mileage Weekend Driver,49,21713.0,5761.0,2.01,1.45,4.3,2.2,1.21,6.4,90.2,Elite Safe (Top 15%),1094.93,766.54,328.39,30.0,0,0.0
DRV-1651,Safe Commuter,62,46085.0,11884.0,0.36,0.91,1.7,1.0,0.92,2.6,99.8,Elite Safe (Top 15%),1785.8,1272.67,513.13,28.7,0,0.0
DRV-1652,Safe Commuter,41,19350.0,10226.0,1.08,1.2,2.6,1.5,0.69,4.0,98.4,Elite Safe (Top 15%),1015.93,706.06,309.87,30.5,0,0.0
DRV-1653,Safe Commuter,55,26561.0,9903.0,0.33,0.88,2.3,0.3,0.98,4.7,99.4,Elite Safe (Top 15%),1248.19,853.94,394.25,31.6,0,0.0
DRV-1654,Distracted Urbanite,25,29698.0,11534.0,4.84,2.89,14.1,9.6,2.57,8.6,52.0,Elevated Risk (Substandard),1342.12,1398.44,-56.32,-4.2,0,0.0
DRV-1655,Low-Mileage Weekend Driver,52,33259.0,4403.0,2.12,1.68,2.2,1.2,1.1,4.4,93.1,Elite Safe (Top 15%),1444.65,978.09,466.56,32.3,0,0.0
DRV-1656,Aggressive Speedster,23,26075.0,14485.0,6.36,5.42,33.1,6.4,4.43,30.1,31.3,High Risk (Non-Standard),1664.94,2140.57,-475.63,-28.6,0,0.0
DRV-1657,Night Shift Worker,39,41486.0,14815.0,2.24,1.15,6.8,2.4,2.02,50.0,79.1,Low Risk (Preferred),1667.85,1538.57,129.28,7.8,0,0.0
DRV-1658,Low-Mileage Weekend Driver,42,42881.0,6237.0,1.55,1.11,5.6,1.6,0.5,5.8,93.9,Elite Safe (Top 15%),1704.09,1173.52,530.57,31.1,0,0.0
DRV-1659,Aggressive Speedster,19,24383.0,14481.0,8.19,4.96,27.8,8.1,6.5,29.3,27.2,High Risk (Non-Standard),1948.1,2566.22,-618.12,-31.7,0,0.0
DRV-1660,Safe Commuter,38,26384.0,12696.0,0.92,0.67,2.4,0.4,0.31,4.8,99.7,Elite Safe (Top 15%),1242.77,903.03,339.74,27.3,0,0.0
DRV-1661,Night Shift Worker,44,27649.0,15420.0,2.71,1.76,8.9,2.9,1.33,54.9,74.9,Moderate Risk (Standard),1281.19,1241.47,39.72,3.1,0,0.0
DRV-1662,Aggressive Speedster,24,30395.0,14127.0,7.27,6.26,22.0,6.9,6.23,26.4,31.5,High Risk (Non-Standard),1839.4,2340.04,-500.64,-27.2,0,0.0
DRV-1663,Distracted Urbanite,33,38167.0,12691.0,6.1,3.99,8.8,7.2,4.58,14.7,47.3,Elevated Risk (Substandard),1579.86,1751.98,-172.12,-10.9,0,0.0
DRV-1664,Distracted Urbanite,32,18281.0,11934.0,6.27,4.37,17.8,8.0,3.43,9.9,42.5,High Risk (Non-Standard),979.08,1097.34,-118.26,-12.1,0,0.0
DRV-1665,Distracted Urbanite,32,19104.0,10958.0,6.19,3.94,16.1,8.8,4.95,17.7,37.3,High Risk (Non-Standard),1007.51,1135.06,-127.55,-12.7,0,0.0
DRV-1666,Distracted Urbanite,27,23813.0,10036.0,6.75,3.97,9.1,9.2,3.75,9.7,46.9,Elevated Risk (Substandard),1162.65,1201.57,-38.92,-3.3,0,0.0
DRV-1667,Night Shift Worker,35,41468.0,11327.0,1.41,1.08,5.3,2.6,1.27,50.7,84.7,Low Risk (Preferred),1667.38,1348.29,319.09,19.1,0,0.0
DRV-1668,Night Shift Worker,40,27690.0,14403.0,2.61,1.0,6.1,2.8,1.78,60.6,78.2,Low Risk (Preferred),1282.42,1180.59,101.83,7.9,0,0.0
DRV-1669,Low-Mileage Weekend Driver,39,30602.0,5881.0,1.45,1.03,5.0,2.3,0.72,4.7,94.1,Elite Safe (Top 15%),1368.54,936.96,431.58,31.5,0,0.0
DRV-1670,Safe Commuter,40,45510.0,10674.0,1.27,1.13,4.5,0.6,0.75,6.8,96.5,Elite Safe (Top 15%),1771.29,1267.1,504.19,28.5,0,0.0
DRV-1671,Safe Commuter,32,25512.0,12130.0,0.41,0.83,3.8,1.1,0.7,3.7,99.2,Elite Safe (Top 15%),1215.92,876.63,339.29,27.9,0,0.0
DRV-1672,Safe Commuter,49,20870.0,13163.0,1.2,0.87,1.8,0.3,0.68,4.2,99.1,Elite Safe (Top 15%),1067.11,788.27,278.84,26.1,0,0.0
DRV-1673,Safe Commuter,31,19644.0,13584.0,0.72,1.2,3.4,1.5,0.25,6.0,97.6,Elite Safe (Top 15%),1025.93,776.54,249.39,24.3,0,0.0
DRV-1674,Low-Mileage Weekend Driver,38,35987.0,5871.0,1.58,0.95,3.5,1.0,1.25,4.4,96.3,Elite Safe (Top 15%),1520.6,1026.69,493.91,32.5,0,0.0
DRV-1675,Safe Commuter,52,33516.0,11321.0,0.77,0.96,1.4,1.2,0.74,2.1,99.6,Elite Safe (Top 15%),1451.89,1023.4,428.49,29.5,0,0.0
DRV-1676,Safe Commuter,28,30630.0,11976.0,0.37,1.11,1.7,1.1,0.71,3.3,99.6,Elite Safe (Top 15%),1369.35,979.88,389.47,28.4,0,0.0
DRV-1677,Low-Mileage Weekend Driver,47,35510.0,3982.0,0.86,0.75,4.3,1.7,1.15,5.1,96.7,Elite Safe (Top 15%),1507.47,1009.98,497.49,33.0,0,0.0
DRV-1678,Safe Commuter,58,33213.0,10543.0,0.68,0.73,1.0,1.1,0.74,2.3,99.8,Elite Safe (Top 15%),1443.35,997.07,446.28,30.9,0,0.0
DRV-1679,Aggressive Speedster,25,38755.0,16751.0,8.41,6.24,26.6,4.4,4.31,23.1,35.9,High Risk (Non-Standard),1595.63,2111.3,-515.67,-32.3,0,0.0
DRV-1680,Night Shift Worker,45,18111.0,14081.0,1.87,1.19,6.3,3.1,1.05,41.6,81.4,Low Risk (Preferred),973.16,865.28,107.88,11.1,0,0.0
DRV-1681,Safe Commuter,41,47696.0,10195.0,1.11,1.26,2.2,1.4,0.36,2.9,98.3,Elite Safe (Top 15%),1826.14,1269.42,556.72,30.5,0,0.0
DRV-1682,Safe Commuter,29,23974.0,11773.0,0.46,0.8,3.2,1.7,0.49,6.9,97.5,Elite Safe (Top 15%),1167.75,849.08,318.67,27.3,0,0.0
DRV-1683,Safe Commuter,44,18630.0,12594.0,0.67,0.9,1.6,0.2,0.87,6.6,98.9,Elite Safe (Top 15%),991.19,724.34,266.85,26.9,0,0.0
DRV-1684,Low-Mileage Weekend Driver,39,41971.0,4684.0,1.09,1.15,3.5,1.4,0.67,6.2,97.4,Elite Safe (Top 15%),1680.5,1112.88,567.62,33.8,0,0.0
DRV-1685,Low-Mileage Weekend Driver,36,30886.0,3915.0,2.04,0.76,2.8,1.7,1.19,4.9,93.5,Elite Safe (Top 15%),1376.78,938.05,438.73,31.9,0,0.0
DRV-1686,Aggressive Speedster,31,44186.0,18928.0,5.26,5.87,40.2,6.0,3.94,28.5,35.9,High Risk (Non-Standard),1737.62,2421.27,-683.65,-39.3,0,0.0
DRV-1687,Aggressive Speedster,26,37352.0,15674.0,4.83,5.65,37.3,4.4,5.17,27.8,38.5,High Risk (Non-Standard),1557.85,1974.58,-416.73,-26.8,0,0.0
DRV-1688,Low-Mileage Weekend Driver,61,37143.0,4126.0,1.8,1.23,3.9,2.4,0.97,6.5,91.9,Elite Safe (Top 15%),1552.17,1062.2,489.97,31.6,0,0.0
DRV-1689,Night Shift Worker,37,46065.0,12098.0,1.52,2.04,6.0,2.1,2.07,52.1,81.2,Low Risk (Preferred),1785.3,1515.95,269.35,15.1,0,0.0
DRV-1690,Night Shift Worker,32,31535.0,14758.0,1.67,1.62,5.2,1.6,1.61,45.1,83.8,Low Risk (Preferred),1395.52,1234.39,161.13,11.5,0,0.0
DRV-1691,Low-Mileage Weekend Driver,63,43278.0,4610.0,1.34,0.82,2.9,1.9,0.86,3.5,96.9,Elite Safe (Top 15%),1714.33,1137.35,576.98,33.7,0,0.0
DRV-1692,Night Shift Worker,41,27081.0,15633.0,1.36,1.09,4.2,1.9,1.24,44.9,87.0,Low Risk (Preferred),1264.02,1108.03,155.99,12.3,0,0.0
DRV-1693,Night Shift Worker,41,41102.0,11953.0,2.17,1.17,8.3,2.9,1.65,42.8,78.1,Low Risk (Preferred),1657.8,1439.2,218.6,13.2,0,0.0
DRV-1694,Safe Commuter,53,43964.0,13729.0,1.2,1.08,1.0,1.2,0.99,6.8,97.2,Elite Safe (Top 15%),1731.94,1320.4,411.54,23.8,0,0.0
DRV-1695,Distracted Urbanite,27,27392.0,12372.0,5.2,4.31,15.6,12.8,3.65,15.9,37.5,High Risk (Non-Standard),1273.43,1490.29,-216.86,-17.0,0,0.0
DRV-1696,Distracted Urbanite,34,18290.0,11048.0,4.98,3.78,11.7,11.6,2.82,17.4,44.0,High Risk (Non-Standard),979.4,1061.01,-81.61,-8.3,0,0.0
DRV-1697,Distracted Urbanite,31,35027.0,11127.0,4.9,4.23,15.6,12.5,3.25,13.9,40.3,High Risk (Non-Standard),1494.11,1660.36,-166.25,-11.1,1,1429.23
DRV-1698,Aggressive Speedster,24,19911.0,18546.0,7.7,7.2,35.2,6.3,4.83,31.1,30.7,High Risk (Non-Standard),1397.22,1993.37,-596.15,-42.7,0,0.0
DRV-1699,Low-Mileage Weekend Driver,53,38671.0,5493.0,1.43,1.67,2.4,1.0,1.05,3.2,96.5,Elite Safe (Top 15%),1593.39,1069.94,523.45,32.9,0,0.0
DRV-1700,Safe Commuter,32,18331.0,13557.0,0.72,0.59,2.0,1.0,0.56,3.8,100.0,Elite Safe (Top 15%),980.82,724.26,256.56,26.2,0,0.0
DRV-1701,Aggressive Speedster,25,21898.0,15256.0,4.94,5.88,33.0,4.4,6.38,29.7,38.1,High Risk (Non-Standard),1100.99,1384.45,-283.46,-25.7,0,0.0
DRV-1702,Low-Mileage Weekend Driver,62,47733.0,4056.0,1.61,0.97,2.8,2.0,0.96,4.2,95.4,Elite Safe (Top 15%),1827.06,1230.22,596.84,32.7,0,0.0
DRV-1703,Distracted Urbanite,28,44430.0,12629.0,6.5,4.52,12.6,11.6,4.34,10.9,37.3,High Risk (Non-Standard),1743.85,2057.64,-313.79,-18.0,0,0.0
DRV-1704,Distracted Urbanite,30,29540.0,11955.0,6.22,4.45,12.2,8.4,4.04,12.3,43.6,High Risk (Non-Standard),1337.48,1489.43,-151.95,-11.4,0,0.0
DRV-1705,Night Shift Worker,30,45489.0,12968.0,2.71,1.29,8.4,2.0,1.75,43.8,77.0,Low Risk (Preferred),1770.76,1590.67,180.09,10.2,0,0.0
DRV-1706,Distracted Urbanite,27,41385.0,14544.0,4.86,4.25,9.2,9.9,4.39,13.0,47.1,Elevated Risk (Substandard),1665.21,1940.01,-274.8,-16.5,0,0.0
DRV-1707,Safe Commuter,41,43673.0,11530.0,0.81,0.47,3.4,1.4,0.5,5.7,98.3,Elite Safe (Top 15%),1724.48,1237.14,487.34,28.3,0,0.0
DRV-1708,Safe Commuter,35,39407.0,12545.0,0.45,1.0,2.6,0.9,0.27,5.3,99.5,Elite Safe (Top 15%),1613.03,1170.43,442.6,27.4,0,0.0
DRV-1709,Low-Mileage Weekend Driver,49,20328.0,6445.0,1.04,0.62,2.4,1.3,1.03,5.3,98.4,Elite Safe (Top 15%),1049.02,702.61,346.41,33.0,0,0.0
DRV-1710,Night Shift Worker,33,37044.0,13203.0,1.48,1.86,8.5,2.6,1.53,36.4,80.1,Low Risk (Preferred),1549.48,1364.23,185.25,12.0,0,0.0
DRV-1711,Night Shift Worker,30,29239.0,12953.0,1.69,1.06,4.0,3.0,1.92,62.9,82.6,Low Risk (Preferred),1328.6,1138.25,190.35,14.3,0,0.0
DRV-1712,Safe Commuter,54,43062.0,9140.0,0.32,1.14,3.4,0.3,0.97,2.5,99.1,Elite Safe (Top 15%),1708.76,1165.44,543.32,31.8,0,0.0
DRV-1713,Distracted Urbanite,22,46168.0,12078.0,3.86,3.25,13.6,8.5,3.02,13.4,54.9,Elevated Risk (Substandard),2413.66,2502.02,-88.36,-3.7,1,1810.18
DRV-1714,Low-Mileage Weekend Driver,43,36717.0,3552.0,1.72,0.61,2.9,1.2,1.16,4.7,95.8,Elite Safe (Top 15%),1540.58,1045.48,495.1,32.1,0,0.0
DRV-1715,Aggressive Speedster,25,23144.0,16412.0,6.9,7.44,24.3,7.2,6.47,29.5,29.2,High Risk (Non-Standard),1141.31,1560.58,-419.27,-36.7,0,0.0
DRV-1716,Night Shift Worker,48,43547.0,14390.0,2.76,1.83,5.7,2.8,2.06,44.5,75.7,Low Risk (Preferred),1721.25,1617.32,103.93,6.0,0,0.0
DRV-1717,Safe Commuter,56,44903.0,10912.0,1.0,0.61,3.1,1.8,0.39,5.1,98.1,Elite Safe (Top 15%),1755.9,1243.99,511.91,29.2,0,0.0
DRV-1718,Distracted Urbanite,28,45702.0,13099.0,3.7,3.36,11.0,8.2,3.01,8.4,59.7,Elevated Risk (Substandard),1776.14,1827.99,-51.85,-2.9,0,0.0
DRV-1719,Aggressive Speedster,30,42381.0,21019.0,5.04,5.11,40.1,4.2,5.94,22.1,39.1,High Risk (Non-Standard),1691.15,2419.88,-728.73,-43.1,0,0.0
DRV-1720,Safe Commuter,49,24673.0,10714.0,0.53,0.45,4.2,1.8,0.84,5.5,97.0,Elite Safe (Top 15%),1189.77,847.88,341.89,28.7,0,0.0
DRV-1721,Low-Mileage Weekend Driver,43,24127.0,5048.0,0.81,1.64,2.3,1.1,1.13,3.8,97.9,Elite Safe (Top 15%),1172.59,777.27,395.32,33.7,0,0.0
DRV-1722,Night Shift Worker,37,25469.0,12182.0,1.33,1.87,5.6,2.9,1.29,40.3,82.7,Low Risk (Preferred),1214.59,1020.42,194.17,16.0,0,0.0
DRV-1723,Low-Mileage Weekend Driver,44,33159.0,4452.0,1.89,0.7,5.9,1.5,0.67,5.6,92.8,Elite Safe (Top 15%),1441.82,977.05,464.77,32.2,0,0.0
DRV-1724,Distracted Urbanite,36,39799.0,10099.0,4.76,4.46,15.6,14.4,3.99,9.5,40.7,High Risk (Non-Standard),1623.44,1747.74,-124.3,-7.7,0,0.0
DRV-1725,Low-Mileage Weekend Driver,61,18125.0,4491.0,1.59,1.18,3.3,2.0,0.7,8.5,93.5,Elite Safe (Top 15%),973.65,656.97,316.68,32.5,0,0.0
DRV-1726,Distracted Urbanite,32,35649.0,12457.0,6.55,4.66,17.7,10.0,3.72,14.4,36.1,High Risk (Non-Standard),1511.3,1788.08,-276.78,-18.3,0,0.0
DRV-1727,Safe Commuter,35,33288.0,10924.0,0.92,0.57,2.5,0.6,0.93,5.6,99.1,Elite Safe (Top 15%),1445.46,1014.44,431.02,29.8,0,0.0
DRV-1728,Night Shift Worker,27,38293.0,14255.0,2.68,1.88,5.2,1.6,1.98,53.9,78.6,Low Risk (Preferred),1583.24,1447.57,135.67,8.6,0,0.0
DRV-1729,Night Shift Worker,40,21502.0,14027.0,2.71,1.18,5.2,2.7,1.8,39.8,78.2,Low Risk (Preferred),1088.01,992.74,95.27,8.8,0,0.0
DRV-1730,Distracted Urbanite,33,25586.0,11988.0,5.43,4.57,13.2,8.5,3.56,16.3,44.1,High Risk (Non-Standard),1218.21,1353.49,-135.28,-11.1,0,0.0
DRV-1731,Aggressive Speedster,29,35178.0,21093.0,6.84,6.57,39.3,9.5,6.15,16.9,27.6,High Risk (Non-Standard),1498.29,2309.34,-811.05,-54.1,0,0.0
DRV-1732,Distracted Urbanite,29,20095.0,13744.0,6.57,3.42,11.1,14.9,4.54,8.0,40.6,High Risk (Non-Standard),1041.18,1239.62,-198.44,-19.1,0,0.0
DRV-1733,Low-Mileage Weekend Driver,50,31520.0,6066.0,1.04,1.05,4.8,1.1,0.68,8.7,96.5,Elite Safe (Top 15%),1395.09,942.68,452.41,32.4,0,0.0
DRV-1734,Safe Commuter,31,21276.0,12750.0,1.19,0.57,4.4,1.6,0.55,6.6,96.1,Elite Safe (Top 15%),1080.56,814.56,266.0,24.6,0,0.0
